LAST UPDATED,FREQUENCY,PERIOD BEGIN,PERIOD END,REGION ID,REGION TYPE,REGION NAME,HOMES SOLD NSA,HOMES SOLD NSA YOY (%),MEDIAN SALE PRICE NSA ($),MEDIAN SALE PRICE NSA YOY (%),MEDIAN DAYS ON MARKET NSA (DAYS),MEDIAN DAYS ON MARKET NSA YOY (%),NEW LISTINGS SA,NEW LISTINGS NSA,NEW LISTINGS SA YOY (%),NEW LISTINGS NSA YOY (%),ACTIVE LISTINGS SA,ACTIVE LISTINGS NSA,ACTIVE LISTINGS SA YOY (%),ACTIVE LISTINGS NSA YOY (%),PENDING SALES SA,PENDING SALES NSA,PENDING SALES SA YOY (%),PENDING SALES NSA YOY (%)
2026-06-02,Weekly,2020-04-20,2020-05-17,NA,Country,National,269250,-26.7,265000,1.92,45,-200,NA,353193,NA,-28.86,NA,1393936,NA,-18.39,NA,360411,NA,-18.16
2026-06-02,Weekly,2020-04-13,2020-05-10,NA,Country,National,271992,-23.45,267800,3.78,45,-300,NA,322926,NA,-32.37,NA,1371116,NA,-18.57,NA,343193,NA,-21.28
2026-06-02,Weekly,2020-04-06,2020-05-03,NA,Country,National,274370,-21.18,269900,5.02,45,-300,NA,294357,NA,-38.66,NA,1347293,NA,-19.07,NA,314660,NA,-27.5
2026-06-02,Weekly,2020-03-30,2020-04-26,NA,Country,National,272826,-10.63,270000,5.88,46,-400,NA,282415,NA,-40.9,NA,1348345,NA,-17.58,NA,294157,NA,-30.04
2026-06-02,Weekly,2020-03-23,2020-04-19,NA,Country,National,286847,-10.58,272000,7.09,47,-500,NA,288624,NA,-38.05,NA,1361248,NA,-16.17,NA,291502,NA,-31.39
2026-06-02,Weekly,2020-03-16,2020-04-12,NA,Country,National,296155,NA,270500,NA,48,NA,NA,321070,NA,NA,NA,1386725,NA,NA,NA,296886,NA,NA
2026-06-02,Weekly,2020-03-09,2020-04-05,NA,Country,National,309754,NA,270000,NA,49,NA,NA,368273,NA,NA,NA,1416132,NA,NA,NA,336842,NA,NA
2026-06-02,Weekly,2020-03-02,2020-03-29,NA,Country,National,298145,NA,269000,NA,51,NA,NA,406271,NA,NA,NA,1433891,NA,NA,NA,367451,NA,NA
2026-06-02,Weekly,2020-02-24,2020-03-22,NA,Country,National,316080,NA,265000,NA,54,NA,NA,430169,NA,NA,NA,1455848,NA,NA,NA,395635,NA,NA
2026-06-02,Weekly,2020-02-17,2020-03-15,NA,Country,National,298321,NA,264000,NA,56,NA,NA,421001,NA,NA,NA,1438225,NA,NA,NA,399262,NA,NA
2026-06-02,Weekly,2020-02-10,2020-03-08,NA,Country,National,290226,NA,262000,NA,60,NA,NA,400029,NA,NA,NA,1412411,NA,NA,NA,390037,NA,NA
2026-06-02,Weekly,2020-02-03,2020-03-01,NA,Country,National,271026,NA,260000,NA,63,NA,NA,380662,NA,NA,NA,1380165,NA,NA,NA,378530,NA,NA
2026-06-02,Weekly,2020-01-27,2020-02-23,NA,Country,National,248932,NA,259500,NA,66,NA,NA,365038,NA,NA,NA,1368375,NA,NA,NA,367281,NA,NA
2026-06-02,Weekly,2020-01-20,2020-02-16,NA,Country,National,238259,NA,258000,NA,67,NA,NA,355025,NA,NA,NA,1351057,NA,NA,NA,355788,NA,NA
2026-06-02,Weekly,2020-01-13,2020-02-09,NA,Country,National,234983,NA,257500,NA,67,NA,NA,346308,NA,NA,NA,1339173,NA,NA,NA,343367,NA,NA
2026-06-02,Weekly,2020-01-06,2020-02-02,NA,Country,National,236644,NA,257900,NA,66,NA,NA,333510,NA,NA,NA,1318908,NA,NA,NA,326907,NA,NA
2026-06-02,Weekly,2019-12-30,2020-01-26,NA,Country,National,225553,NA,258500,NA,63,NA,NA,297577,NA,NA,NA,1311429,NA,NA,NA,294367,NA,NA
2026-06-02,Weekly,2019-12-23,2020-01-19,NA,Country,National,225421,NA,260000,NA,62,NA,NA,242108,NA,NA,NA,1282310,NA,NA,NA,259573,NA,NA
2026-06-02,Weekly,2019-12-16,2020-01-12,NA,Country,National,257086,NA,261500,NA,60,NA,NA,209907,NA,NA,NA,1288586,NA,NA,NA,252383,NA,NA
2026-06-02,Weekly,2019-12-09,2020-01-05,NA,Country,National,280825,NA,263000,NA,58,NA,NA,188114,NA,NA,NA,1294562,NA,NA,NA,254840,NA,NA
2026-06-02,Weekly,2019-12-02,2019-12-29,NA,Country,National,298577,NA,265000,NA,57,NA,NA,203460,NA,NA,NA,1332772,NA,NA,NA,271968,NA,NA
2026-06-02,Weekly,2019-11-25,2019-12-22,NA,Country,National,315876,NA,264000,NA,56,NA,NA,221259,NA,NA,NA,1382306,NA,NA,NA,289384,NA,NA
2026-06-02,Weekly,2019-11-18,2019-12-15,NA,Country,National,307664,NA,262900,NA,55,NA,NA,242038,NA,NA,NA,1426738,NA,NA,NA,301227,NA,NA
2026-06-02,Weekly,2019-11-11,2019-12-08,NA,Country,National,305037,NA,262300,NA,54,NA,NA,258593,NA,NA,NA,1459172,NA,NA,NA,311371,NA,NA
2026-06-02,Weekly,2019-11-04,2019-12-01,NA,Country,National,298394,NA,260000,NA,53,NA,NA,273909,NA,NA,NA,1485193,NA,NA,NA,323059,NA,NA
2026-06-02,Weekly,2019-10-28,2019-11-24,NA,Country,National,333247,NA,261900,NA,53,NA,NA,311427,NA,NA,NA,1549138,NA,NA,NA,351823,NA,NA
2026-06-02,Weekly,2019-10-21,2019-11-17,NA,Country,National,327449,NA,260000,NA,53,NA,NA,323969,NA,NA,NA,1570976,NA,NA,NA,353846,NA,NA
2026-06-02,Weekly,2019-10-14,2019-11-10,NA,Country,National,327981,NA,260000,NA,53,NA,NA,338189,NA,NA,NA,1588230,NA,NA,NA,357106,NA,NA
2026-06-02,Weekly,2019-10-07,2019-11-03,NA,Country,National,328837,NA,260000,NA,52,NA,NA,349520,NA,NA,NA,1599455,NA,NA,NA,359917,NA,NA
2026-06-02,Weekly,2019-09-30,2019-10-27,NA,Country,National,322814,NA,260000,NA,52,NA,NA,365859,NA,NA,NA,1626981,NA,NA,NA,367778,NA,NA
2026-06-02,Weekly,2019-09-23,2019-10-20,NA,Country,National,336526,NA,260000,NA,52,NA,NA,376242,NA,NA,NA,1644624,NA,NA,NA,375419,NA,NA
2026-06-02,Weekly,2019-09-16,2019-10-13,NA,Country,National,345743,NA,260000,NA,51,NA,NA,385128,NA,NA,NA,1653851,NA,NA,NA,382262,NA,NA
2026-06-02,Weekly,2019-09-09,2019-10-06,NA,Country,National,353245,NA,260000,NA,51,NA,NA,394826,NA,NA,NA,1659288,NA,NA,NA,388136,NA,NA
2026-06-02,Weekly,2019-09-02,2019-09-29,NA,Country,National,321892,NA,260000,NA,50,NA,NA,392462,NA,NA,NA,1646206,NA,NA,NA,369969,NA,NA
2026-06-02,Weekly,2019-08-26,2019-09-22,NA,Country,National,349515,NA,260000,NA,49,NA,NA,391246,NA,NA,NA,1668687,NA,NA,NA,380423,NA,NA
2026-06-02,Weekly,2019-08-19,2019-09-15,NA,Country,National,351400,NA,262000,NA,49,NA,NA,390442,NA,NA,NA,1671042,NA,NA,NA,382587,NA,NA
2026-06-02,Weekly,2019-08-12,2019-09-08,NA,Country,National,362768,NA,264000,NA,48,NA,NA,388229,NA,NA,NA,1673917,NA,NA,NA,388177,NA,NA
2026-06-02,Weekly,2019-08-05,2019-09-01,NA,Country,National,379618,NA,264000,NA,48,NA,NA,395168,NA,NA,NA,1679429,NA,NA,NA,405080,NA,NA
2026-06-02,Weekly,2019-07-29,2019-08-25,NA,Country,National,376958,NA,265000,NA,48,NA,NA,409402,NA,NA,NA,1707363,NA,NA,NA,409919,NA,NA
2026-06-02,Weekly,2019-07-22,2019-08-18,NA,Country,National,383403,NA,265000,NA,47,NA,NA,413998,NA,NA,NA,1716085,NA,NA,NA,415697,NA,NA
2026-06-02,Weekly,2019-07-15,2019-08-11,NA,Country,National,387099,NA,265000,NA,47,NA,NA,424038,NA,NA,NA,1725835,NA,NA,NA,422184,NA,NA
2026-06-02,Weekly,2019-07-08,2019-08-04,NA,Country,National,397721,NA,265000,NA,46,NA,NA,438715,NA,NA,NA,1729590,NA,NA,NA,425076,NA,NA
2026-06-02,Weekly,2019-07-01,2019-07-28,NA,Country,National,346635,NA,267000,NA,46,NA,NA,418996,NA,NA,NA,1711940,NA,NA,NA,403480,NA,NA
2026-06-02,Weekly,2019-06-24,2019-07-21,NA,Country,National,386065,NA,269900,NA,45,NA,NA,428939,NA,NA,NA,1734515,NA,NA,NA,419445,NA,NA
2026-06-02,Weekly,2019-06-17,2019-07-14,NA,Country,National,384698,NA,270000,NA,45,NA,NA,434226,NA,NA,NA,1730624,NA,NA,NA,419576,NA,NA
2026-06-02,Weekly,2019-06-10,2019-07-07,NA,Country,National,390194,NA,270000,NA,44,NA,NA,433938,NA,NA,NA,1722653,NA,NA,NA,427669,NA,NA
2026-06-02,Weekly,2019-06-03,2019-06-30,NA,Country,National,412369,NA,270000,NA,44,NA,NA,468446,NA,NA,NA,1742761,NA,NA,NA,447754,NA,NA
2026-06-02,Weekly,2019-05-27,2019-06-23,NA,Country,National,390617,NA,269000,NA,45,NA,NA,467819,NA,NA,NA,1742532,NA,NA,NA,434280,NA,NA
2026-06-02,Weekly,2019-05-20,2019-06-16,NA,Country,National,390668,NA,267000,NA,45,NA,NA,464954,NA,NA,NA,1736766,NA,NA,NA,438153,NA,NA
2026-06-02,Weekly,2019-05-13,2019-06-09,NA,Country,National,386413,NA,265000,NA,45,NA,NA,472781,NA,NA,NA,1728034,NA,NA,NA,437863,NA,NA
2026-06-02,Weekly,2019-05-06,2019-06-02,NA,Country,National,376720,NA,264000,NA,45,NA,NA,470024,NA,NA,NA,1708998,NA,NA,NA,434819,NA,NA
2026-06-02,Weekly,2019-04-29,2019-05-26,NA,Country,National,376593,NA,260290,NA,46,NA,NA,487448,NA,NA,NA,1717040,NA,NA,NA,446879,NA,NA
2026-06-02,Weekly,2019-04-22,2019-05-19,NA,Country,National,367347,NA,260000,NA,47,NA,NA,496437,NA,NA,NA,1708056,NA,NA,NA,440411,NA,NA
2026-06-02,Weekly,2019-04-15,2019-05-12,NA,Country,National,355332,NA,258038,NA,48,NA,NA,477464,NA,NA,NA,1683796,NA,NA,NA,435942,NA,NA
2026-06-02,Weekly,2019-04-08,2019-05-05,NA,Country,National,348118,NA,257000,NA,48,NA,NA,479844,NA,NA,NA,1664826,NA,NA,NA,434020,NA,NA
2026-06-02,Weekly,2019-04-01,2019-04-28,NA,Country,National,305284,NA,255000,NA,50,NA,NA,477860,NA,NA,NA,1635884,NA,NA,NA,420491,NA,NA
2026-06-02,Weekly,2019-03-25,2019-04-21,NA,Country,National,320794,NA,254000,NA,52,NA,NA,465865,NA,NA,NA,1623837,NA,NA,NA,424872,NA,NA
